"","2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
"Kenya","29","35","27","29","35","27","30","35","28","30","35","28","30","35","28","30","35","29","31","35","29","31","35","30","31","35","30","31","35","30","32","35","31","32","36","31","32","36","31","33","36","32","33","36","32","33","36","32","33","36","33","34","36","33"
"Kiribati","48","","","47","","","45","","","44","","","43","","","42","","","40","","","39","","","38","","","36","","","35","","","33","","","32","","","30","","","28","","","27","","","25","","","24","",""
"Kuwait","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Kyrgyzstan","97","92","99","97","92","99","97","92","99","97","92","99","96","92","99","96","93","98","96","93","97","95","93","97","95","93","96","95","93","96","94","94","95","94","94","94","94","94","94","94","94","93","93","94","93","93","94","92","92","94","92","92","94","92"
"Lao People's Democratic Republic","74","95","64","72","94","61","69","92","58","67","90","56","64","88","53","62","87","50","59","85","48","56","83","45","54","82","42","51","80","40","49","78","37","46","76","34","43","75","31","40","73","29","37","72","26","34","70","23","31","69","20","28","67","17"
"Latvia","92","96","83","92","96","83","91","96","82","91","96","81","91","96","81","91","96","80","91","96","79","90","96","79","90","96","78","90","96","77","90","96","77","90","96","76","89","96","75","89","96","75","89","96","74","89","96","73","88","96","73","88","96","73"
"Lebanon","98","","","97","","","95","","","94","","","92","","","91","","","89","","","88","","","86","","","84","","","83","","","81","","","80","","","78","","","77","","","75","","","75","","","75","",""
"Lesotho","43","43","43","41","41","41","39","40","39","37","39","37","36","38","35","34","37","33","32","36","31","30","35","28","28","33","26","26","32","24","24","31","22","22","30","20","20","28","18","18","27","15","16","26","13","14","24","11","11","23","8","9","21","6"
"Liberia","17","28","6","17","28","6","17","28","6","17","28","6","16","28","5","16","28","5","16","28","5","16","28","5","16","28","5","16","28","5","15","28","5","15","28","5","15","27","5","15","27","4","14","27","4","14","26","4","14","26","4","14","25","4"
"Libya","100","","","100","","","100","","","100","","","100","","","99","","","99","","","99","","","99","","","99","","","99","","","98","","","98","","","98","","","98","","","98","","","98","","","97","",""
"Lithuania","93","97","85","93","97","84","92","97","83","92","97","82","91","96","81","91","96","80","90","96","79","90","96","77","89","95","76","89","95","75","88","95","74","87","95","73","87","94","72","86","94","71","86","94","70","85","94","69","85","93","68","84","93","66"
"Luxembourg","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","97","99","98","98","99","98","98","99","98","98","99","98","98","99"
"Madagascar","11","18","6","10","17","6","10","17","6","9","16","6","9","16","6","9","15","5","8","15","5","8","14","5","8","14","5","7","13","5","7","13","4","6","12","4","6","12","4","6","11","4","5","11","3","5","10","3","5","10","3","5","9","3"
"Malawi","26","34","25","26","34","24","26","34","24","25","34","24","25","34","23","25","33","23","24","33","23","24","33","22","24","33","22","23","33","22","23","33","21","23","33","21","22","33","21","22","32","20","22","32","20","21","32","20","21","32","19","21","32","19"
"Malaysia","100","100","99","100","100","99","100","100","99","100","100","99","99","100","98","99","100","98","99","100","98","99","99","97","99","99","97","98","99","97","98","99","97","98","99","96","98","99","96","98","99","96","97","99","95","97","99","95","97","98","95","97","98","94"
"Maldives","99","99","99","99","99","99","99","99","99","98","99","97","96","98","95","94","98","93","93","97","90","91","96","88","89","96","86","88","95","84","86","95","81","85","95","79","83","94","77","81","94","75","79","93","73","78","93","71","76","93","69","74","92","67"
"Mali","39","53","29","38","52","28","36","51","26","35","50","25","33","48","24","32","47","22","30","46","21","29","45","20","27","44","18","26","43","17","25","41","16","23","40","15","22","39","14","21","38","13","20","37","12","18","36","11","17","35","10","16","34","9"
"Malta","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Marshall Islands","83","91","59","83","91","59","83","91","59","83","91","59","82","90","59","82","90","59","82","90","59","82","90","59","81","90","59","81","90","59","81","89","59","81","89","59","80","89","59","80","89","59","80","89","59","80","89","59","80","89","59","","",""
"Mauritania","48","75","19","46","72","18","43","68","17","41","65","17","39","62","16","37","60","15","35","57","14","32","54","14","30","51","13","29","49","12","27","46","12","25","44","11","23","41","10","22","40","10","21","38","9","20","37","8","18","36","8","17","34","7"
"Mauritius","96","96","95","96","96","95","96","96","95","96","96","95","96","96","95","95","96","95","95","95","94","94","95","94","94","95","93","93","95","93","93","94","92","93","94","92","92","94","91","92","93","91","91","93","90","91","93","89","90","93","89","90","92","88"
"Mexico","91","93","82","90","93","81","89","92","79","89","91","77","88","91","76","87","90","74","86","90","72","85","89","71","84","88","69","83","88","67","82","87","65","81","86","64","80","86","62","79","85","60","78","85","58","77","84","56","76","83","54","75","83","53"
"Micronesia (Federated States of)","88","","","88","","","88","","","84","","","80","","","76","","","71","","","67","","","63","","","59","","","54","","","50","","","46","","","42","","","37","","","33","","","29","","","25","",""
"Monaco","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Mongolia","58","66","42","58","66","42","58","66","40","58","66","39","57","66","38","57","66","37","56","66","36","56","65","35","55","65","34","54","65","33","53","65","32","52","65","31","52","65","30","51","64","29","50","64","28","49","64","28","49","64","27","48","64","26"
"Montenegro","98","100","94","98","100","94","98","100","94","97","99","93","96","98","93","95","97","92","95","96","91","94","96","90","93","95","90","92","94","89","91","93","88","90","92","87","","","","","","","","","","","","","","","","","",""
"Morocco","89","94","79","88","94","79","88","94","77","87","94","75","86","94","74","84","93","71","83","92","69","81","91","67","80","90","65","78","89","63","76","89","61","75","88","59","73","87","57","72","86","55","70","85","52","68","84","50","67","83","48","66","83","46"
"Mozambique","29","52","17","28","51","16","27","50","15","26","49","14","24","47","13","23","46","12","22","45","11","21","44","10","20","43","9","19","41","8","17","40","8","16","39","7","15","38","6","14","36","5","13","35","4","12","34","3","11","33","3","10","32","2"
"Myanmar","64","76","59","65","76","60","65","77","60","65","77","61","66","78","61","66","78","61","67","78","62","67","79","62","67","79","63","68","79","63","68","80","64","69","80","64","69","81","64","69","81","65","70","81","65","70","82","66","70","82","66","71","82","67"
"Namibia","35","51","18","34","52","18","34","52","18","34","53","17","33","53","17","33","54","17","33","54","16","32","55","16","32","55","16","31","55","16","31","56","15","31","56","15","30","57","15","30","57","14","29","58","14","29","58","14","28","59","14","28","59","13"
"Nauru","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66","","66","66",""
"Nepal","62","67","61","59","65","57","56","63","54","53","60","51","50","58","48","47","56","45","44","54","42","41","52","39","38","50","36","35","48","33","33","46","30","30","44","27","27","42","25","25","40","22","22","38","20","20","36","17","17","34","15","15","33","12"
"Netherlands","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100","98","98","100"
"New Zealand","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Nicaragua","74","84","62","74","84","62","73","83","60","72","82","59","71","81","58","70","80","57","69","80","56","68","79","55","67","78","54","66","77","52","65","76","51","64","75","50","63","75","49","62","74","48","61","73","47","60","72","46","59","71","45","58","71","43"
"Niger","14","44","8","13","43","7","13","42","7","12","41","7","12","40","7","11","39","6","11","38","6","11","37","6","10","36","5","10","34","5","9","33","4","9","32","4","8","31","4","8","30","3","7","29","3","6","28","2","6","26","2","5","25","1"
"Nigeria","39","48","31","38","47","31","38","45","31","37","44","30","36","43","30","36","42","30","35","41","30","34","40","30","34","39","30","33","38","30","33","37","30","32","35","30","31","34","30","31","33","29","30","32","29","30","31","29","29","30","29","30","30","29"
"Niue","97","","","97","","","97","","","97","","","97","","","97","","","98","","","98","","","99","","","99","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Norway","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98"
"Oman","100","100","100","100","100","100","100","100","100","100","100","99","100","100","98","99","100","96","98","99","94","97","99","93","96","98","91","95","97","89","94","97","87","93","96","86","92","96","84","91","95","82","90","95","80","90","94","78","89","93","77","89","93","77"
"Pakistan","60","77","50","58","76","48","57","76","46","55","75","44","54","74","42","52","73","41","51","73","39","49","72","37","47","71","35","46","70","33","44","69","31","42","69","29","41","68","27","39","67","24","37","67","22","35","67","19","33","66","17","31","66","14"
"Palau","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99","100","100","99","100","100","99","100","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99"
"Panama","83","92","65","82","91","64","81","91","62","80","89","61","78","88","60","77","87","59","76","85","58","74","84","56","73","82","55","72","81","54","70","80","53","69","79","52","67","77","50","66","76","49","65","75","48","63","73","47","62","72","45","61","71","44"
"Papua New Guinea","13","48","8","14","49","8","14","49","9","15","50","9","15","51","10","16","52","11","17","53","11","17","54","12","18","54","12","18","55","13","19","56","13","20","57","14","20","58","15","21","58","15","21","58","15","21","58","15","21","58","15","21","58","15"
"Paraguay","90","94","83","89","94","81","88","93","79","87","93","77","86","92","76","84","92","74","83","91","72","82","90","70","81","90","68","80","89","67","79","89","65","78","88","63","77","88","61","75","87","59","74","87","58","73","86","56","72","86","54","70","85","52"
"Peru","74","80","56","74","79","55","73","79","53","73","79","51","72","79","50","72","79","48","71","79","47","71","79","45","70","79","43","70","78","42","69","78","40","68","78","39","68","78","37","67","78","35","66","78","34","66","78","32","65","77","31","64","77","29"
"Philippines","77","78","75","75","78","73","74","78","71","73","77","70","72","77","68","71","76","67","70","76","65","69","75","63","68","75","62","67","74","60","66","74","59","65","73","57","64","73","57","64","73","56","63","73","55","63","73","55","63","72","54","62","72","53"
"Poland","99","99","99","98","98","99","98","98","97","97","98","96","96","97","95","96","97","93","95","97","92","94","97","91","94","96","89","93","96","88","92","96","87","92","96","85","91","95","84","90","95","83","90","95","81","89","95","80","88","94","79","88","94","77"
"Portugal","100","100","100","100","99","100","99","99","100","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","99","99","98","99","99","98","98","99","98","98","99","97","98","99","97","98","99","97","98","99","97","98","99","96","97","99","96","97","98","96"
"Qatar","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Republic of Korea","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Republic of Moldova","76","86","69","76","86","68","75","86","68","75","86","67","75","86","67","75","86","67","75","87","66","75","87","66","75","88","66","75","88","66","75","88","66","75","89","65","75","89","65","75","89","65","76","90","65","75","89","64","75","89","63","74","89","62"
"Republic of North Macedonia","99","100","98","99","100","97","98","100","96","98","100","95","97","99","94","96","99","92","95","98","90","93","97","88","92","96","86","90","95","84","89","94","83","88","93","81","86","92","79","85","91","77","85","91","77","85","91","77","85","91","77","85","91","77"
"Romania","84","95","71","84","95","70","83","95","69","82","95","67","81","95","66","81","94","64","80","94","63","79","94","62","78","94","60","77","94","59","77","94","57","76","93","56","75","93","55","75","93","55","75","93","55","75","93","55","75","93","55","","",""
"Russian Federation","90","95","78","90","95","77","90","95","75","89","95","74","89","95","73","88","94","71","88","94","70","88","94","69","87","94","67","87","94","66","86","94","65","86","94","63","85","94","62","85","94","60","85","94","59","84","94","58","84","94","56","83","94","55"
"Rwanda","67","52","70","65","53","68","64","53","66","63","54","65","62","55","63","61","55","62","59","56","60","58","57","59","57","58","57","56","58","55","55","59","54","53","60","52","52","60","50","51","61","49","50","61","47","48","62","46","47","63","44","45","63","42"
"Saint Kitts and Nevis","","","","","","","","","","","","","92","","","92","","","92","","","92","","","92","","","91","","","90","","","90","","","89","","","88","","","87","","","87","","","86","","","85","",""
"Saint Lucia","88","78","91","88","78","91","88","78","91","88","78","91","89","78","91","88","79","90","87","80","89","87","80","88","86","81","87","85","81","86","84","81","85","84","82","84","83","82","83","82","82","82","81","83","81","81","83","81","82","83","81","82","83","81"
"Saint Vincent and the Grenadines","87","","","87","","","87","","","87","","","86","","","85","","","84","","","83","","","81","","","80","","","79","","","78","","","77","","","76","","","74","","","73","","","72","","","71","",""
"Samoa","98","98","98","98","99","98","98","99","98","98","99","98","98","99","98","98","99","98","98","99","98","98","99","98","98","99","98","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97"
"San Marino","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Sao Tome and Principe","43","48","31","43","48","31","41","46","30","40","45","28","38","44","27","37","42","26","35","41","25","34","40","24","33","38","22","31","37","21","30","36","20","28","34","19","27","33","18","25","32","17","24","30","16","23","29","15","22","28","15","20","26","14"
"Saudi Arabia","100","","","100","","","100","","","100","","","100","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","98","","","98","","","98","",""
"Senegal","51","65","40","51","65","39","50","65","38","49","65","36","49","65","35","48","65","34","47","65","33","46","65","32","46","65","31","45","64","30","44","64","29","43","64","28","43","64","27","42","64","26","41","64","25","40","64","24","40","64","23","39","63","23"
"Serbia","98","100","95","98","99","95","98","99","95","97","99","95","97","99","95","97","99","95","97","98","95","97","98","95","96","98","95","96","97","94","96","97","94","96","97","94","95","97","94","95","96","94","95","96","94","95","96","94","95","96","94","95","96","94"
"Seychelles","100","","","100","","","100","","","100","","","100","","","99","","","99","","","98","","","98","","","98","","","97","","","97","","","96","","","96","","","95","","","95","","","95","","","94","",""
"Sierra Leone","16","26","9","15","25","8","15","25","8","15","25","8","14","24","8","14","24","7","14","24","7","13","23","7","13","23","7","13","23","6","12","22","6","12","22","6","12","22","6","11","21","5","11","21","5","11","21","5","10","21","5","10","20","5"
"Singapore","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Slovakia","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97","98","99","97"
"Slovenia","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99"
"Solomon Islands","34","78","20","33","78","19","32","77","19","31","75","18","30","74","18","29","73","17","28","71","17","27","70","16","26","68","16","25","67","15","24","66","14","23","64","14","22","63","13","21","62","13","21","62","13","21","62","13","21","62","13","20","62","13"
"Somalia","38","61","20","37","60","19","36","59","18","34","58","17","33","57","16","32","55","15","31","54","14","29","53","13","27","52","13","26","51","12","24","50","11","25","49","10","23","48","9","22","47","9","22","46","8","21","46","8","20","45","8","20","45","7"
"South Africa","76","76","75","75","76","73","74","76","71","73","75","69","72","75","67","71","75","65","70","74","63","69","74","61","68","74","59","67","74","57","66","73","55","65","73","53","64","73","51","63","72","50","62","72","48","61","72","46","60","71","44","59","71","42"
"South Sudan","11","37","5","10","34","5","10","30","5","9","27","5","8","24","4","7","21","4","7","19","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Sri Lanka","96","95","96","95","94","95","94","93","95","94","92","94","93","91","94","92","89","93","92","88","92","91","87","92","90","86","91","90","85","91","89","85","90","88","85","89","88","85","88","87","85","88","87","85","87","86","85","86","85","85","85","85","85","85"
"Sudan","37","60","24","36","60","24","35","58","23","34","57","22","32","55","21","31","53","20","30","52","19","28","50","17","27","48","16","26","47","15","24","45","14","23","43","13","22","42","12","21","40","11","21","40","11","21","40","11","21","40","11","21","40","11"
"Suriname","84","89","75","84","89","74","84","89","73","84","89","72","83","89","71","83","89","70","83","89","69","82","89","68","82","89","67","82","89","67","81","89","66","81","89","65","81","89","64","81","89","63","80","89","62","80","89","61","80","89","60","79","89","59"
"Sweden","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100","99","99","100"
"Switzerland","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Syrian Arab Republic","91","91","91","91","92","91","92","92","91","92","93","91","92","93","91","92","94","90","92","94","90","93","94","90","93","95","90","93","95","90","93","95","90","93","96","90","93","96","90","93","97","90","93","97","89","93","97","89","93","96","89","93","96","88"
"Tajikistan","97","95","98","97","95","97","96","95","97","96","95","96","95","94","96","95","94","95","94","94","94","94","94","94","93","94","93","93","94","93","93","94","92","92","93","92","92","93","91","91","93","90","91","93","90","90","93","89","90","93","89","90","93","89"
"Thailand","99","99","98","98","99","98","98","98","98","98","97","98","97","97","97","97","96","97","96","96","97","96","95","96","95","95","96","95","94","96","95","93","95","94","93","95","94","92","95","93","92","95","93","91","94","93","90","94","92","90","94","92","89","93"
"Timor-Leste","54","76","44","52","75","43","51","74","42","50","74","41","49","73","40","48","72","39","47","71","38","46","70","37","45","69","35","44","68","34","43","67","33","41","67","32","40","66","32","39","64","31","38","63","30","37","62","29","","","","","",""
"Togo","16","29","7","16","28","7","15","28","7","15","28","6","14","28","6","14","28","6","14","27","5","13","27","5","13","27","5","13","27","4","12","26","4","12","26","4","11","26","4","11","26","3","11","25","3","11","25","3","10","25","3","10","24","3"
"Tonga","93","97","92","93","97","92","93","97","92","93","97","92","93","97","92","93","97","91","92","97","90","92","98","90","91","98","89","91","98","88","90","98","88","90","98","87","89","99","86","89","99","86","89","99","86","89","99","86","89","99","86","89","99","86"
"Trinidad and Tobago","93","","","93","","","93","","","93","","","93","","","93","","","93","","","93","","","92","","","92","","","92","","","92","","","91","","","91","","","91","","","91","","","90","","","90","",""
"Tunisia","91","95","81","91","95","81","90","95","80","90","95","78","89","95","76","88","95","73","87","95","71","86","95","69","85","95","67","84","94","64","83","94","62","82","94","60","82","94","58","81","94","56","80","94","54","79","94","52","78","94","50","77","94","48"
"Turkey","97","100","90","97","100","90","97","100","90","97","100","88","96","99","87","94","98","85","93","97","84","92","96","82","91","96","81","90","95","79","89","94","78","88","93","77","87","92","75","86","91","74","84","91","72","83","90","71","82","89","69","82","89","69"
"Turkmenistan","99","98","99","98","97","99","98","97","99","97","96","99","97","95","98","97","95","98","96","94","98","96","93","98","95","93","98","95","92","97","94","91","97","94","91","97","94","90","97","93","90","96","93","89","96","93","89","96","93","89","96","93","89","96"
"Tuvalu","84","83","86","84","83","86","84","83","86","84","83","86","84","83","86","84","83","85","84","83","84","83","84","82","83","84","81","82","84","79","81","84","78","81","85","77","80","85","75","80","85","75","80","85","75","80","85","75","80","85","75","","",""
"Uganda","18","26","16","18","26","16","18","27","16","18","27","16","18","27","16","18","27","16","18","28","16","18","28","16","18","28","16","18","28","16","18","29","16","18","29","16","18","29","16","18","30","15","18","30","15","18","30","15","17","30","15","17","31","15"
"Ukraine","96","97","94","96","97","94","96","97","94","96","97","94","96","97","93","96","97","93","96","97","92","96","97","92","96","97","92","95","97","91","95","97","91","95","97","91","95","97","90","95","97","90","95","97","90","95","97","89","94","97","89","94","97","89"
"United Arab Emirates","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","","","99","",""
"United Kingdom of Great Britain and Northern Ireland","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99"
"United Republic of Tanzania","30","43","24","28","41","22","27","39","21","25","37","20","24","35","19","22","33","18","21","32","16","19","30","15","18","28","14","16","26","13","15","24","12","13","22","10","12","20","9","10","18","8","9","16","6","7","14","5","6","13","4","4","11","3"
"United States of America","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Uruguay","97","97","97","96","96","96","96","96","95","96","96","94","96","96","93","96","96","92","95","96","91","95","95","90","95","95","89","95","95","88","95","95","87","94","95","86","94","95","86","94","95","85","94","95","85","94","95","85","94","95","85","94","95","85"
"Uzbekistan","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99","99","100","99","99","99","98","98","99","97","97","99","96","97","99","95","96","99","94","96","99","93","95","98","92","95","98","91","94","98","90","93","98","89","93","98","88"
"Vanuatu","34","48","29","36","50","32","38","51","34","40","53","36","42","54","38","44","56","41","47","57","43","49","59","45","51","60","48","53","61","50","55","63","53","57","64","55","60","66","58","62","67","60","62","67","60","62","67","60","62","67","60","62","67","60"
"Venezuela (Bolivarian Republic of)","94","","","94","","","94","","","94","","","94","","","94","","","94","","","94","","","94","","","94","","","93","","","93","","","93","","","","","","","","","","","","","","","","",""
"Viet Nam","84","94","78","82","94","76","80","93","74","78","92","72","76","91","70","75","90","68","73","89","66","71","88","63","69","87","61","67","87","59","65","86","57","64","85","55","62","84","53","60","83","51","58","82","49","56","82","47","54","81","45","52","81","43"
"Yemen","59","88","43","59","88","43","58","88","43","57","88","42","56","88","40","55","88","39","54","88","38","53","87","37","52","87","36","51","87","34","49","87","33","48","87","32","47","87","31","46","87","29","44","86","28","43","86","27","42","86","27","42","86","27"
"Zambia","26","36","19","26","36","19","26","37","18","26","37","18","26","38","17","26","39","17","25","39","16","25","40","16","25","40","15","25","41","15","25","42","15","25","42","14","25","43","14","24","44","13","24","44","13","24","45","13","24","45","12","24","46","12"
"Zimbabwe","36","46","31","37","48","32","38","49","32","38","50","32","39","52","33","40","53","33","40","54","33","41","56","34","42","57","34","42","58","34","43","60","35","44","61","35","45","62","35","45","64","36","46","65","36","46","65","36","46","65","36","46","65","36"
